#,Player,Team,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS,SEASON,LEAGUE
116,DeMar DeRozan,TOR,5,0,7,0,0,0,0,43,13,0.349,1.6,0.4,0.4,47,27,0.635,6.6,2.2,8.8,2017,NBA
117,T.J. McConnell,PHI,5,0,0,0,0,1,0,17,0,0.252,3.4,0.9,0.2,27,54,0.33299999999999996,1.4,2.3,3.7,2017,NBA
118,Marcus Morris,DET,5,0,0,0,0,0,0,37,6,0.184,1.8,0.6,0.2,36,43,0.456,1.4,2.4,3.7,2017,NBA
119,T.J. Warren,PHX,5,0,0,0,0,0,0,30,2,0.18,1.4,1.4,0.2,20,46,0.303,3.1,1.0,4.0,2017,NBA
120,Tony Allen,MEM,5,0,0,0,0,3,0,22,1,0.14400000000000002,0.9,1.1,0.2,36,35,0.507,0.0,3.0,3.0,2017,NBA
121,Richaun Holmes,PHI,5,0,0,0,0,0,1,25,1,0.134,1.1,0.8,0.2,16,41,0.281,2.2,1.4,3.6,2017,NBA
122,Joakim Noah,NYK,5,0,0,0,0,0,0,16,5,0.111,1.8,0.5,0.4,17,29,0.37,1.0,1.2,2.2,2017,NBA
123,Luol Deng,LAL,5,0,0,0,0,0,0,22,1,0.11,1.8,1.1,0.1,18,38,0.321,0.1,0.9,1.0,2017,NBA
124,Bobby Portis,CHI,5,0,0,0,0,0,0,22,1,0.087,0.9,0.4,0.2,30,34,0.469,1.1,1.2,2.3,2017,NBA
125,Boban Marjanovic,DET,5,0,0,0,0,0,0,27,0,0.057,0.9,0.6,0.4,16,19,0.457,1.2,0.4,1.6,2017,NBA
126,Goran Dragic,MIA,6,0,0,0,0,0,0,34,6,0.335,2.0,0.4,0.3,40,33,0.5479999999999999,5.0,2.5,7.5,2017,NBA
127,Rajon Rondo,CHI,6,1,0,0,0,0,0,25,1,0.258,2.7,0.6,0.1,34,35,0.493,-0.5,2.6,2.1,2017,NBA
128,Patrick Beverley,HOU,6,0,0,0,0,0,0,26,12,0.187,2.9,1.0,0.2,46,21,0.687,3.0,2.2,5.3,2017,NBA
129,Cody Zeller,CHA,6,0,0,0,0,0,0,23,2,0.15,1.5,0.9,0.4,33,29,0.532,3.4,2.5,5.9,2017,NBA
130,Kyle O'Quinn,NYK,6,0,0,0,0,1,2,23,1,0.106,1.5,0.5,0.2,29,50,0.36700000000000005,2.0,1.8,3.8,2017,NBA
131,Dewayne Dedmon,SAS,6,0,0,0,0,0,0,17,2,0.069,0.7,0.6,0.4,55,21,0.7240000000000001,2.2,3.0,5.2,2017,NBA
132,Terrence Jones,MIL,6,0,0,0,0,0,0,36,2,0.138,1.2,0.8,0.3,20,34,0.37,0.4,1.7,2.2,2017,NBA
133,Derrick Favors,UTA,6,0,0,0,0,0,0,20,0,0.14,0.9,0.7,0.3,33,17,0.66,0.4,2.3,2.7,2017,NBA
134,Tyler Ulis,PHX,6,0,0,0,0,0,0,34,1,0.17,3.1,0.6,0.2,15,46,0.24600000000000002,0.3,0.4,0.7,2017,NBA
135,Eric Bledsoe,PHX,7,1,3,0,0,1,0,41,5,0.33,1.9,0.4,0.4,22,44,0.33299999999999996,4.4,1.4,5.8,2017,NBA
136,Carmelo Anthony,NYK,7,0,1,0,0,0,0,45,8,0.27699999999999997,1.4,0.4,0.3,29,45,0.392,3.4,1.4,4.8,2017,NBA
137,Jae Crowder,BOS,7,0,0,0,0,0,0,25,6,0.175,1.9,0.9,0.3,48,24,0.667,4.1,2.5,6.6,2017,NBA
138,Thaddeus Young,IND,7,0,0,0,0,4,0,24,0,0.16699999999999998,1.3,1.2,0.1,40,34,0.541,1.9,2.8,4.7,2017,NBA
139,Aaron Gordon,ORL,7,0,0,0,0,0,0,33,1,0.177,1.7,0.7,0.3,29,51,0.36200000000000004,2.0,1.7,3.7,2017,NBA
140,David Lee,SAS,7,0,0,0,0,0,0,18,0,0.12,1.5,0.4,0.3,58,21,0.7340000000000001,3.1,2.5,5.6,2017,NBA
141,"Larry Nance, Jr.",LAL,7,0,0,0,0,1,0,18,0,0.114,1.8,1.5,0.2,21,42,0.33299999999999996,2.1,1.4,3.5,2017,NBA
142,Tim Frazier,NOP,7,1,0,0,0,1,0,21,1,0.196,3.4,0.6,0.3,26,39,0.4,1.0,1.3,2.3,2017,NBA
143,Kemba Walker,CHA,8,0,1,0,0,1,0,40,6,0.359,2.6,0.5,0.2,36,43,0.456,5.8,2.2,8.0,2017,NBA
144,Mike Conley,MEM,8,0,0,0,0,2,0,38,0,0.35700000000000004,2.6,0.6,0.4,35,34,0.507,7.4,2.3,9.7,2017,NBA
145,Kyrie Irving,CLE,8,0,4,0,0,2,0,49,3,0.373,2.3,0.5,0.2,47,25,0.653,7.6,1.3,8.9,2017,NBA
146,Al Horford,BOS,8,0,0,0,0,0,2,27,1,0.271,2.9,0.5,0.2,46,22,0.6759999999999999,3.7,2.6,6.3,2017,NBA
147,Robin Lopez,CHI,8,0,0,0,0,0,2,25,6,0.14800000000000002,0.9,0.2,0.1,40,41,0.494,1.8,2.3,4.1,2017,NBA
148,Rondae Hollis-Jefferson,BRK,8,0,0,0,0,0,0,20,1,0.132,1.4,0.7,0.5,19,59,0.244,0.6,2.1,2.7,2017,NBA
149,Nikola Mirotic,CHI,8,0,0,0,0,0,0,28,2,0.122,0.9,0.7,0.2,37,33,0.529,1.3,2.5,3.8,2017,NBA
150,Dirk Nowitzki,DAL,8,0,0,0,0,0,0,26,0,0.18899999999999997,1.6,0.6,0.2,23,31,0.426,0.5,1.8,2.3,2017,NBA
151,Willie Cauley-Stein,SAC,8,0,0,0,0,0,0,29,0,0.11800000000000001,1.1,0.8,0.3,29,46,0.387,1.4,1.4,2.8,2017,NBA
152,Stephen Curry,GSW,9,0,5,0,0,5,0,46,4,0.35100000000000003,2.3,0.6,0.3,65,14,0.823,8.9,3.7,12.6,2017,NBA
153,Kawhi Leonard,SAS,9,0,1,0,0,5,0,41,0,0.309,1.6,0.8,0.4,54,20,0.73,8.8,4.5,13.3,2017,NBA
154,Wilson Chandler,DEN,9,0,0,0,0,0,0,36,1,0.196,1.3,0.5,0.2,35,36,0.493,2.5,1.0,3.6,2017,NBA
155,Markieff Morris,WAS,9,0,0,0,0,0,0,26,11,0.16899999999999998,1.0,0.6,0.2,45,31,0.5920000000000001,1.7,2.4,4.1,2017,NBA
156,Joel Embiid,PHI,9,0,0,0,0,0,2,33,2,0.23399999999999999,0.6,0.2,0.6,13,18,0.419,0.6,1.7,2.3,2017,NBA
157,Dennis Schroder,ATL,10,0,0,0,0,0,0,33,2,0.34700000000000003,2.0,0.3,0.2,42,37,0.532,1.3,2.4,3.7,2017,NBA
158,Ersan Ilyasova,ATL,10,0,0,0,0,0,0,31,2,0.172,1.2,0.5,0.2,35,47,0.42700000000000005,1.9,2.5,4.4,2017,NBA
159,JaMychal Green,MEM,10,0,0,0,0,1,0,29,5,0.12,0.9,0.5,0.3,40,37,0.519,3.0,2.6,5.7,2017,NBA
160,Dario Saric,PHI,10,0,0,0,0,0,0,32,2,0.185,1.0,0.3,0.2,28,53,0.34600000000000003,-1.1,2.1,1.1,2017,NBA
161,Bismack Biyombo,ORL,10,0,0,0,0,0,1,15,4,0.081,0.8,0.3,0.7,29,52,0.358,0.8,2.0,2.8,2017,NBA
162,Avery Bradley,BOS,10,0,0,0,0,1,0,31,2,0.226,1.4,0.8,0.1,34,21,0.618,1.1,2.1,3.3,2017,NBA
163,Damian Lillard,POR,11,0,5,0,0,0,0,59,2,0.369,2.2,0.3,0.4,38,37,0.507,9.0,1.3,10.3,2017,NBA
164,Marc Gasol,MEM,11,2,1,0,0,0,3,42,5,0.322,2.0,0.4,0.3,40,34,0.541,4.0,3.6,7.6,2017,NBA
165,Paul George,IND,11,0,1,0,0,1,0,43,9,0.29600000000000004,1.1,0.5,0.3,39,36,0.52,3.9,3.1,7.0,2017,NBA
166,Kyle Lowry,TOR,11,1,1,0,0,1,0,41,8,0.35700000000000004,2.4,0.5,0.4,36,24,0.6,7.7,2.0,9.8,2017,NBA
167,Serge Ibaka,TOR,11,0,0,0,0,0,4,31,6,0.18100000000000002,0.7,0.4,0.1,37,42,0.46799999999999997,2.6,2.8,5.4,2017,NBA
168,Pau Gasol,SAS,11,0,0,0,0,0,0,24,1,0.18,1.8,0.3,0.3,47,17,0.7340000000000001,3.3,2.9,6.2,2017,NBA
169,Michael Kidd-Gilchrist,CHA,11,0,0,0,0,1,0,23,0,0.134,2.0,1.4,0.3,36,45,0.444,2.7,3.1,5.8,2017,NBA
170,Marvin Williams,CHA,11,0,0,0,0,0,0,27,0,0.14,1.8,1.0,0.2,32,44,0.42100000000000004,2.4,2.4,4.9,2017,NBA
171,Taj Gibson,OKC,11,0,0,0,0,0,0,23,9,0.145,0.7,0.4,0.2,41,37,0.526,1.7,2.2,3.9,2017,NBA
172,Willy Hernangomez,NYK,11,0,0,0,0,0,0,24,0,0.12,1.0,0.4,0.3,27,45,0.375,1.8,1.5,3.3,2017,NBA
173,Kenneth Faried,DEN,11,0,0,0,0,0,0,25,3,0.113,1.0,0.7,0.5,29,32,0.475,3.3,1.1,4.4,2017,NBA
174,Alex Len,PHX,11,0,0,0,0,0,0,18,5,0.08900000000000001,0.4,0.4,0.4,21,56,0.273,1.4,1.6,2.9,2017,NBA
175,Otto Porter,WAS,12,0,0,0,0,1,0,34,0,0.162,2.8,2.7,0.1,48,32,0.6,6.5,2.8,9.3,2017,NBA
176,Kristaps Porzingis,NYK,12,0,0,0,0,0,5,35,2,0.20800000000000002,0.8,0.4,0.3,26,40,0.39399999999999996,2.3,2.1,4.4,2017,NBA
177,Robert Covington,PHI,12,0,0,0,0,2,1,26,2,0.155,0.8,1.0,0.2,27,40,0.40299999999999997,0.1,3.2,3.3,2017,NBA
178,Tyson Chandler,PHX,12,0,0,3,0,0,0,22,4,0.1,0.5,0.5,0.5,15,32,0.319,2.9,1.3,4.2,2017,NBA
179,Gorgui Dieng,MIN,13,0,0,0,0,0,0,21,3,0.151,1.4,0.8,0.3,31,51,0.37799999999999995,3.2,2.4,5.6,2017,NBA
180,Greg Monroe,MIL,13,0,0,0,0,0,0,28,8,0.182,1.3,0.6,0.3,42,39,0.519,2.9,2.6,5.5,2017,NBA
181,Jusuf Nurkic,POR,13,0,0,1,0,0,4,33,1,0.15,0.9,0.4,0.4,34,31,0.523,0.4,1.8,2.1,2017,NBA
182,Jimmy Butler,CHI,15,2,5,0,0,2,0,52,3,0.336,2.6,0.9,0.5,40,36,0.526,10.1,3.9,13.9,2017,NBA
183,Nicolas Batum,CHA,15,1,0,0,0,0,0,31,0,0.292,2.3,0.4,0.3,35,42,0.455,1.7,2.9,4.6,2017,NBA
184,Myles Turner,IND,15,0,0,0,0,0,3,30,1,0.17300000000000001,1.0,0.7,0.3,42,39,0.519,4.3,3.6,7.9,2017,NBA
185,Clint Capela,HOU,15,0,0,0,0,0,1,24,0,0.162,0.8,0.4,0.3,44,21,0.677,4.0,2.1,6.1,2017,NBA
186,Alan Williams,PHX,15,0,0,0,0,0,0,17,2,0.084,0.7,0.8,0.4,11,36,0.23399999999999999,1.2,0.7,1.9,2017,NBA
187,Jeff Teague,IND,16,0,0,0,0,2,0,31,1,0.32299999999999995,2.9,0.5,0.5,42,40,0.512,5.6,2.3,8.0,2017,NBA
188,Jrue Holiday,NOP,16,0,0,0,0,3,0,33,1,0.337,2.6,0.5,0.2,32,35,0.478,1.5,2.6,4.1,2017,NBA
189,Steven Adams,OKC,16,0,0,0,0,0,0,24,5,0.145,0.6,0.6,0.4,47,33,0.588,3.4,3.0,6.4,2017,NBA
190,Trevor Booker,BRK,16,0,0,0,0,0,0,23,7,0.16399999999999998,1.1,0.6,0.2,18,53,0.254,1.1,2.1,3.3,2017,NBA
191,Draymond Green,GSW,17,5,0,0,0,4,3,23,15,0.24600000000000002,3.0,0.9,0.3,62,14,0.816,3.0,5.2,8.2,2017,NBA
192,Elfrid Payton,ORL,18,5,0,0,0,0,0,28,2,0.306,3.0,0.5,0.2,29,53,0.354,2.4,2.0,4.4,2017,NBA
193,LaMarcus Aldridge,SAS,18,0,0,0,0,0,1,33,0,0.226,1.4,0.5,0.3,52,20,0.722,3.5,3.6,7.0,2017,NBA
194,Julius Randle,LAL,18,3,0,1,0,0,1,32,7,0.22,1.6,0.3,0.4,24,50,0.324,2.2,1.5,3.7,2017,NBA
195,Enes Kanter,OKC,18,0,0,0,0,0,0,29,2,0.16399999999999998,0.6,0.3,0.4,43,29,0.597,4.1,1.8,5.9,2017,NBA
196,Blake Griffin,LAC,19,1,1,0,0,0,0,43,5,0.327,2.1,0.4,0.4,40,21,0.6559999999999999,5.5,2.4,7.9,2017,NBA
197,Mason Plumlee,DEN,19,0,0,0,0,0,1,27,4,0.18899999999999997,2.1,0.5,0.5,38,43,0.469,3.6,2.3,5.8,2017,NBA
198,Paul Millsap,ATL,19,0,0,0,0,1,1,37,8,0.257,1.6,0.6,0.4,40,29,0.58,2.7,3.8,6.6,2017,NBA
199,Tristan Thompson,CLE,19,0,0,1,0,0,0,22,3,0.109,1.2,0.6,0.5,50,28,0.6409999999999999,5.0,2.2,7.1,2017,NBA
200,Zach Randolph,MEM,20,0,0,0,0,0,0,28,1,0.209,1.2,0.4,0.2,38,35,0.521,0.8,2.4,3.1,2017,NBA
201,Kevin Durant,GSW,23,1,1,0,0,0,3,40,8,0.315,2.3,0.5,0.4,51,11,0.823,8.2,3.7,12.0,2017,NBA
202,Chris Paul,LAC,24,1,0,0,1,4,0,33,8,0.385,3.8,0.8,0.3,43,18,0.705,8.0,3.0,11.0,2017,NBA
203,Ricky Rubio,MIN,25,1,0,0,0,2,0,33,0,0.32,3.4,0.6,0.4,28,47,0.373,4.3,1.6,5.9,2017,NBA
204,Jonas Valanciunas,TOR,29,0,0,1,0,0,0,32,5,0.14300000000000002,0.5,0.3,0.3,50,30,0.625,4.8,3.0,7.8,2017,NBA
205,Giannis Antetokounmpo,MIL,32,3,1,0,0,3,3,41,3,0.35100000000000003,1.8,0.5,0.5,42,38,0.525,7.8,4.5,12.4,2017,NBA
206,Marcin Gortat,WAS,36,0,0,0,0,0,0,21,3,0.151,1.0,0.3,0.2,49,33,0.598,3.9,2.8,6.7,2017,NBA
207,Nikola Vucevic,ORL,38,0,0,0,0,0,0,30,4,0.242,1.8,0.7,0.2,27,48,0.36,0.8,3.3,4.1,2017,NBA
208,Nikola Jokic,DEN,39,6,1,1,0,1,1,40,3,0.282,2.1,0.4,0.3,37,36,0.507,7.9,1.9,9.8,2017,NBA
209,DeAndre Jordan,LAC,41,0,0,10,0,0,0,29,14,0.159,0.8,0.4,0.7,51,30,0.63,7.2,4.6,11.8,2017,NBA
210,Kevin Love,CLE,41,0,1,0,0,0,0,40,0,0.201,1.0,0.4,0.3,40,20,0.667,4.1,2.4,6.6,2017,NBA
211,LeBron James,CLE,42,13,2,0,0,0,0,44,4,0.46,2.1,0.3,0.4,51,23,0.6890000000000001,10.1,3.0,13.1,2017,NBA
212,DeMarcus Cousins,NOP,46,2,5,2,0,2,1,55,21,0.361,1.2,0.4,0.5,30,42,0.41700000000000004,4.1,3.9,8.0,2017,NBA
213,Anthony Davis,NOP,49,0,8,3,0,1,6,50,2,0.315,0.9,0.5,0.4,31,44,0.413,6.1,5.2,11.2,2017,NBA
214,Andre Drummond,DET,49,0,0,7,0,1,1,28,2,0.17800000000000002,0.6,0.8,0.4,36,45,0.444,1.3,5.2,6.5,2017,NBA
215,John Wall,WAS,50,0,2,0,1,3,0,52,15,0.457,2.6,0.5,0.4,48,30,0.615,6.0,2.9,8.8,2017,NBA
216,Dwight Howard,ATL,53,0,0,6,0,0,0,31,13,0.174,0.6,0.4,0.7,37,37,0.5,3.9,4.3,8.2,2017,NBA
217,Rudy Gobert,UTA,58,0,0,2,0,0,8,35,9,0.17,0.6,0.3,0.8,51,30,0.63,8.1,6.0,14.1,2017,NBA
218,Hassan Whiteside,MIA,58,0,0,7,0,0,4,32,6,0.19899999999999998,0.4,0.4,0.4,39,38,0.506,4.2,5.2,9.4,2017,NBA
219,Russell Westbrook,OKC,62,42,18,0,1,0,0,58,15,0.52,1.9,0.3,0.4,46,35,0.568,8.7,4.4,13.1,2017,NBA
220,Karl-Anthony Towns,MIN,62,1,3,3,0,0,0,47,4,0.316,1.0,0.3,0.3,31,51,0.37799999999999995,9.7,2.8,12.5,2017,NBA
221,James Harden,HOU,64,22,11,0,0,1,0,53,4,0.485,2.0,0.3,0.6,54,27,0.667,12.0,3.4,15.3,2017,NBA
1,Kyrie Irving,BOS,1,0,2,0,0,0,0,47,4,0.363,2.2,0.5,0.2,41,19,0.6829999999999999,6.5,2.5,8.9,2018,NBA
2,C.J. McCollum,POR,1,0,2,0,0,0,0,50,2,0.295,1.8,0.5,0.2,48,33,0.593,3.7,2.6,6.3,2018,NBA
3,Jamal Murray,DEN,1,0,0,0,0,0,0,38,4,0.228,1.6,0.5,0.2,46,35,0.568,4.3,1.1,5.4,2018,NBA
4,Andrew Wiggins,MIN,1,0,1,0,0,0,0,40,0,0.217,1.1,0.7,0.2,47,35,0.573,0.5,1.5,2.0,2018,NBA
5,Terry Rozier,BOS,1,1,0,0,0,1,0,33,1,0.179,2.9,1.0,0.2,54,26,0.675,2.2,3.3,5.5,2018,NBA
6,Courtney Lee,NYK,1,0,0,0,0,0,0,27,3,0.17,2.1,0.9,0.2,27,49,0.355,2.8,1.1,3.9,2018,NBA
7,Jordan Clarkson,CLE,1,0,0,0,0,0,0,33,4,0.195,1.8,0.5,0.2,40,41,0.494,2.2,1.1,3.4,2018,NBA
8,Trevor Ariza,HOU,1,0,0,0,0,0,0,26,1,0.14400000000000002,2.0,1.9,0.1,51,16,0.7609999999999999,2.6,2.6,5.2,2018,NBA
9,Cory Joseph,IND,1,0,0,0,0,0,0,21,1,0.154,3.0,0.9,0.2,48,34,0.585,1.2,1.9,3.1,2018,NBA
10,Delon Wright,TOR,1,0,0,0,0,0,0,25,1,0.141,2.6,0.9,0.3,49,20,0.71,2.5,1.9,4.4,2018,NBA
11,Jeff Green,CLE,1,0,0,0,0,0,0,33,0,0.126,1.3,0.6,0.4,47,31,0.603,3.2,0.7,3.9,2018,NBA
12,Anthony Tolliver,DET,1,0,0,0,0,0,0,25,0,0.1,1.5,0.5,0.3,37,42,0.46799999999999997,3.8,1.4,5.3,2018,NBA
13,Rudy Gay,SAS,1,0,0,0,0,0,0,22,1,0.146,0.9,0.6,0.3,36,21,0.632,1.1,2.0,3.1,2018,NBA
14,Shelvin Mack,ORL,1,0,0,0,0,0,0,19,1,0.16899999999999998,3.1,0.6,0.2,21,48,0.304,1.0,1.0,1.9,2018,NBA
15,Amir Johnson,PHI,1,0,0,0,0,0,0,16,0,0.086,2.2,0.8,0.3,47,27,0.635,2.1,2.0,4.1,2018,NBA
16,Malcolm Brogdon,MIL,1,0,0,0,0,0,0,32,0,0.213,2.3,0.6,0.2,25,23,0.521,2.0,0.7,2.7,2018,NBA
17,Nemanja Bjelica,MIN,1,0,0,0,0,0,0,30,2,0.094,1.6,1.0,0.1,38,29,0.5670000000000001,1.6,1.1,2.7,2018,NBA
18,Luke Kennard,DET,1,0,0,0,0,0,0,23,1,0.11599999999999999,1.8,0.6,0.2,34,39,0.466,1.1,1.4,2.5,2018,NBA
19,James Ennis,DET,1,0,0,0,0,0,0,21,0,0.095,1.2,0.8,0.3,25,47,0.34700000000000003,2.0,1.2,3.3,2018,NBA
20,Dante Cunningham,BRK,1,0,0,0,0,0,0,22,1,0.071,1.5,1.2,0.1,34,39,0.466,1.1,1.0,2.1,2018,NBA
21,Maxi Kleber,DAL,1,0,0,0,0,0,2,21,0,0.07400000000000001,1.7,0.8,0.2,20,52,0.278,1.6,1.1,2.8,2018,NBA
22,Jordan Bell,GSW,1,0,0,0,0,0,1,20,0,0.08900000000000001,2.0,0.7,0.2,43,14,0.754,1.6,1.4,3.0,2018,NBA
23,Deyonta Davis,MEM,1,0,0,0,0,0,1,16,0,0.08800000000000001,1.2,0.5,0.2,16,46,0.258,1.9,0.8,2.6,2018,NBA
24,Wesley Johnson,LAC,1,0,0,0,0,1,0,24,0,0.071,1.1,1.4,0.2,38,36,0.514,-0.0,1.7,1.7,2018,NBA
25,Mario Chalmers,MEM,1,0,0,0,0,0,0,21,7,0.152,1.6,0.7,0.3,21,45,0.318,-0.7,1.4,0.7,2018,NBA
26,Emmanuel Mudiay,NYK,1,0,0,0,0,0,0,22,0,0.157,1.8,0.4,0.2,29,35,0.45299999999999996,-0.7,0.6,-0.1,2018,NBA
27,Royce O'Neale,UTA,1,0,0,0,0,0,0,19,0,0.08,1.7,0.6,0.3,43,26,0.623,0.5,1.7,2.3,2018,NBA
28,Salah Mejri,DAL,1,0,0,0,0,0,2,11,5,0.053,0.9,0.6,0.5,21,40,0.344,1.4,1.4,2.8,2018,NBA
29,Ian Mahinmi,WAS,1,0,0,0,0,0,0,17,1,0.062,0.5,0.4,0.5,42,35,0.545,0.8,1.4,2.2,2018,NBA
30,Frank Ntilikina,NYK,1,0,0,0,0,2,0,17,1,0.136,1.9,0.5,0.1,28,50,0.359,-2.0,1.0,-1.0,2018,NBA
31,Richaun Holmes,PHI,1,0,0,0,0,0,0,19,2,0.09699999999999999,2.5,0.8,0.2,30,18,0.625,1.6,1.2,2.8,2018,NBA
32,Miles Plumlee,ATL,1,0,0,0,0,0,0,11,0,0.07200000000000001,0.7,0.3,0.3,19,36,0.345,0.1,0.8,1.0,2018,NBA
33,Cody Zeller,CHA,1,0,0,0,0,0,0,16,0,0.091,0.9,0.4,0.5,14,19,0.424,1.2,0.6,1.8,2018,NBA
34,Al Jefferson,IND,1,0,0,0,0,0,0,20,0,0.099,1.4,0.8,0.2,17,19,0.47200000000000003,0.8,0.8,1.6,2018,NBA
35,Joffrey Lauvergne,SAS,1,0,0,0,0,0,0,26,0,0.065,1.2,0.3,0.2,30,25,0.545,0.6,0.8,1.4,2018,NBA
36,Marreese Speights,ORL,1,0,0,0,0,0,0,21,4,0.08900000000000001,1.0,0.2,0.2,15,37,0.28800000000000003,0.2,0.4,0.6,2018,NBA
37,Cameron Payne,CHI,1,0,0,0,0,0,0,17,1,0.209,3.2,0.7,0.1,7,18,0.28,0.4,0.3,0.7,2018,NBA
38,Shane Larkin,BOS,1,0,0,0,0,0,0,16,1,0.08800000000000001,3.0,0.9,0.2,39,15,0.722,0.3,1.2,1.6,2018,NBA
39,Boban Marjanovic,LAC,1,0,0,0,0,0,0,18,1,0.065,0.6,0.3,0.7,18,21,0.462,1.0,0.5,1.5,2018,NBA
40,Tyler Ennis,LAL,1,0,0,0,0,0,0,22,0,0.092,2.8,0.8,0.1,22,32,0.40700000000000003,0.1,0.7,0.8,2018,NBA
41,Willie Reed,DET,1,0,0,0,0,0,0,15,0,0.055,0.5,0.5,0.5,20,22,0.47600000000000003,1.1,0.5,1.6,2018,NBA
42,Ivica Zubac,LAL,1,0,0,0,0,0,0,19,0,0.049,1.0,0.3,0.4,19,24,0.442,0.6,0.4,1.0,2018,NBA
43,Kyle Collinsworth,DAL,1,0,0,0,0,0,0,13,0,0.076,2.3,0.7,0.4,9,23,0.281,-0.1,0.4,0.4,2018,NBA
44,Shaquille Harrison,PHX,1,0,0,0,0,0,0,18,0,0.126,2.6,1.2,0.3,3,20,0.13,0.4,0.4,0.7,2018,NBA
45,Luke Kornet,NYK,1,0,0,0,0,0,0,23,0,0.091,2.2,0.5,0.1,6,14,0.3,0.2,0.2,0.4,2018,NBA
46,Henry Ellenson,DET,1,0,0,0,0,0,0,17,0,0.049,1.1,0.3,0.2,21,17,0.5529999999999999,-0.2,0.4,0.1,2018,NBA
47,Dorian Finney-Smith,DAL,1,0,0,0,0,0,0,15,0,0.09,1.2,0.5,0.1,4,17,0.19,-0.2,0.3,0.1,2018,NBA
48,Markelle Fultz,PHI,1,1,0,0,0,0,0,13,0,0.16,3.4,0.7,0.2,11,3,0.7859999999999999,-0.1,0.4,0.3,2018,NBA
49,Brandon Jennings,MIL,1,0,0,0,0,0,0,16,1,0.11599999999999999,2.5,0.3,0.1,8,6,0.5710000000000001,-0.0,0.0,0.0,2018,NBA
50,Johnathan Motley,DAL,1,0,0,0,0,0,0,26,0,0.115,0.8,0.3,0.4,1,10,0.091,0.1,0.1,0.2,2018,NBA
51,Gary Payton II,LAL,1,0,0,0,0,0,0,25,0,0.055999999999999994,3.0,1.0,0.1,10,13,0.435,-0.0,0.2,0.2,2018,NBA
52,Will Barton,DEN,2,0,0,0,0,1,0,37,2,0.242,2.2,0.5,0.2,46,35,0.568,4.4,1.7,6.1,2018,NBA
53,Klay Thompson,GSW,2,0,0,0,0,0,0,38,1,0.24100000000000002,1.5,0.4,0.1,55,18,0.753,3.4,1.5,4.9,2018,NBA
54,Jaylen Brown,BOS,2,0,0,0,0,0,0,32,3,0.18100000000000002,0.9,0.6,0.3,47,23,0.6709999999999999,1.3,3.1,4.3,2018,NBA
55,D.J. Augustin,ORL,2,0,0,0,0,0,0,32,5,0.182,2.3,0.4,0.3,23,52,0.307,3.3,0.7,4.1,2018,NBA
56,Joe Harris,BRK,2,0,0,0,0,0,0,30,0,0.145,1.4,0.4,0.2,27,51,0.34600000000000003,3.1,0.9,4.0,2018,NBA
57,Justin Holiday,CHI,2,0,0,0,0,0,0,27,2,0.159,1.7,0.9,0.2,24,48,0.33299999999999996,0.2,1.7,1.9,2018,NBA
58,Jerami Grant,OKC,2,0,0,0,0,0,0,20,1,0.09300000000000001,1.0,0.6,0.5,48,33,0.593,3.5,1.8,5.3,2018,NBA
59,T.J. McConnell,PHI,2,1,0,0,0,2,0,18,3,0.165,2.8,0.8,0.1,50,26,0.6579999999999999,1.4,2.4,3.9,2018,NBA
60,Tim Hardaway Jr.,NYK,2,0,0,0,0,0,0,39,4,0.222,1.7,0.7,0.2,19,38,0.33299999999999996,1.7,0.9,2.6,2018,NBA
61,Justise Winslow,MIA,2,0,0,0,0,0,0,18,3,0.134,1.9,0.7,0.2,33,35,0.485,0.2,2.4,2.6,2018,NBA
62,Mario Hezonja,ORL,2,0,0,0,0,0,0,28,0,0.131,1.2,0.9,0.2,21,54,0.28,0.5,1.7,2.2,2018,NBA
63,Ryan Anderson,HOU,2,0,0,0,0,0,0,24,1,0.10400000000000001,1.4,0.6,0.2,52,14,0.7879999999999999,3.1,1.4,4.5,2018,NBA
64,Michael Kidd-Gilchrist,CHA,2,0,0,0,0,0,0,22,5,0.121,1.4,1.0,0.3,34,40,0.45899999999999996,1.7,1.5,3.3,2018,NBA
65,Gorgui Dieng,MIN,2,0,0,0,0,0,0,19,1,0.079,1.2,0.8,0.3,45,34,0.57,1.6,1.3,2.9,2018,NBA
66,Marcus Morris,BOS,2,0,0,0,0,0,0,31,9,0.161,1.1,0.5,0.3,34,20,0.63,1.1,2.0,3.2,2018,NBA
67,Paul Millsap,DEN,2,0,0,0,0,1,1,36,1,0.196,1.4,0.5,0.4,22,16,0.579,1.5,1.1,2.5,2018,NBA
68,Zaza Pachulia,GSW,2,0,0,0,0,0,0,17,1,0.087,1.6,0.5,0.4,47,22,0.6809999999999999,1.9,1.3,3.2,2018,NBA
69,Jarell Martin,MEM,2,0,0,0,0,0,1,20,0,0.111,0.8,0.4,0.2,21,52,0.28800000000000003,0.1,1.3,1.4,2018,NBA
70,Stanley Johnson,DET,2,0,0,0,0,1,0,26,4,0.11900000000000001,1.4,1.2,0.3,33,36,0.478,-0.6,2.3,1.8,2018,NBA
71,Daniel Theis,BOS,2,0,0,0,0,0,0,19,1,0.076,1.0,0.5,0.3,44,19,0.698,1.6,1.9,3.5,2018,NBA
